Date,Product_Name,Units_sold,Price,Revenue,Costs_Of_Goods,Marketing_Cost,Logistic_Cost,Other_Cost,Total_Cost,Net_Profit,Operating_Expenses,Initial_Investment,Current_Cash
2020-12-12,product1986,2,76110,152220,84441,5079,10924,4045,104489,47731,15782,10000000,50000
2020-03-31,product1987,10,15504,155040,108333,5751,9300,3350,126734,28306,14343,10000000,50000
2020-09-04,product1988,9,70266,632394,393051,26248,22444,12756,454499,177895,70638,10000000,50000
2020-03-17,product1989,5,67577,337885,217783,12240,21447,14337,265807,72078,43133,10000000,50000
2020-10-04,product1990,5,15027,75135,43314,1942,3182,2470,50908,24227,7930,10000000,50000
2020-10-15,product1991,9,45783,412047,225600,18451,25332,8330,277713,134334,31788,10000000,50000
2020-01-23,product1992,8,28026,224208,138366,4174,9465,5966,157971,66237,17698,10000000,50000
2020-04-22,product1993,2,31517,63034,35913,1993,4093,2651,44650,18384,7085,10000000,50000
2020-08-19,product1994,4,10454,41816,26284,2083,1746,1938,32051,9765,4920,10000000,50000
2020-10-11,product1995,2,28784,57568,31234,922,3410,1670,37236,20332,5907,10000000,50000
2020-01-15,product1996,4,30148,120592,75729,4761,9376,3521,93387,27205,9443,10000000,50000
2020-08-10,product1997,1,83133,83133,43786,2568,5495,3206,55055,28078,9766,10000000,50000
2020-11-16,product1998,7,67216,470512,323546,11231,25599,9738,370114,100398,54378,10000000,50000
2020-12-25,product1999,9,92418,831762,430579,22236,56589,26932,536336,295426,83711,10000000,50000
2020-08-29,product2000,10,79957,799570,465648,30273,37734,36642,570297,229273,67432,10000000,50000
2020-12-14,product2001,4,49627,198508,118658,6693,15294,8742,149387,49121,24046,10000000,50000
2020-11-01,product2002,10,95867,958670,658784,18708,56058,35307,768857,189813,95897,10000000,50000
2020-08-19,product2003,5,16073,80365,44780,3330,5898,3203,57211,23154,8408,10000000,50000
2020-05-11,product2004,4,64067,256268,158695,7637,10589,11522,188443,67825,19826,10000000,50000
2020-02-06,product2005,6,94116,564696,318372,22895,41036,14650,396953,167743,49013,10000000,50000
2020-12-07,product2006,8,91089,728712,381125,16175,56044,24274,477618,251094,65151,10000000,50000
2020-03-12,product2007,6,45164,270984,164586,9375,18078,6742,198781,72203,32719,10000000,50000
2020-02-16,product2008,7,37412,261884,159163,11049,13265,5618,189095,72789,29572,10000000,50000
2020-03-01,product2009,10,81569,815690,410780,33047,63096,22497,529420,286270,62481,10000000,50000
2020-02-03,product2010,5,62325,311625,173686,11531,22697,7993,215907,95718,29144,10000000,50000
2020-02-23,product2011,6,43542,261252,180291,7357,11660,8145,207453,53799,36915,10000000,50000
2020-06-29,product2012,4,7128,28512,17456,1294,1182,1342,21274,7238,3485,10000000,50000
2020-10-23,product2013,3,21531,64593,40784,3161,2038,3185,49168,15425,6226,10000000,50000
2020-04-28,product2014,7,52985,370895,233160,11581,29421,10262,284424,86471,48446,10000000,50000
2020-07-16,product2015,2,48594,97188,66230,4668,4186,3586,78670,18518,8596,10000000,50000
2020-08-13,product2016,1,30960,30960,19281,958,1105,863,22207,8753,2940,10000000,50000
2020-02-18,product2017,6,68115,408690,207546,19459,30761,13319,271085,137605,52469,10000000,50000
2020-07-28,product2018,9,21287,191583,118970,2977,8574,8966,139487,52096,23419,10000000,50000
2020-04-26,product2019,4,75615,302460,188991,13780,13260,11025,227056,75404,23275,10000000,50000
2020-10-01,product2020,10,28141,281410,184603,8688,19610,6332,219233,62177,32516,10000000,50000
2020-01-15,product2021,2,16682,33364,21213,1397,2293,969,25872,7492,2904,10000000,50000
2020-12-02,product2022,7,51133,357931,185570,12636,21738,15983,235927,122004,37125,10000000,50000
2020-08-24,product2023,8,11077,88616,52116,3364,2995,3312,61787,26829,8462,10000000,50000
2020-07-10,product2024,8,98145,785160,427315,32348,28429,33798,521890,263270,54276,10000000,50000
2020-04-09,product2025,3,56706,170118,118203,5643,12748,4138,140732,29386,15306,10000000,50000
2020-06-13,product2026,2,44191,88382,61586,2420,5002,2013,71021,17361,11440,10000000,50000
2020-04-09,product2027,3,96221,288663,190119,11492,15674,12491,229776,58887,40857,10000000,50000
2020-12-24,product2028,3,68881,206643,131577,8266,7501,9717,157061,49582,26384,10000000,50000
2020-09-25,product2029,7,88027,616189,341690,11338,45594,26586,425208,190981,76584,10000000,50000
2020-09-23,product2030,3,11378,34134,19558,552,1581,1153,22844,11290,4516,10000000,50000
2020-05-14,product2031,7,8517,59619,41566,1596,3312,1638,48112,11507,8255,10000000,50000
2020-08-15,product2032,10,63516,635160,372352,23156,22410,27008,444926,190234,80655,10000000,50000
2020-12-11,product2033,9,58754,528786,286531,20902,19216,23569,350218,178568,61961,10000000,50000
2020-01-23,product2034,9,68082,612738,334779,11290,32771,18872,397712,215026,47072,10000000,50000
2020-11-13,product2035,5,62788,313940,174983,14547,18815,8329,216674,97266,36004,10000000,50000
2020-09-05,product2036,4,17253,69012,35446,2788,3794,2029,44057,24955,4892,10000000,50000
2020-06-15,product2037,9,70085,630765,346788,14122,27633,17162,405705,225060,44846,10000000,50000
2020-12-14,product2038,7,9084,63588,39758,2492,4694,2759,49703,13885,7893,10000000,50000
2020-08-19,product2039,3,58691,176073,101460,3117,9967,7779,122323,53750,19041,10000000,50000
2020-09-29,product2040,2,78851,157702,80551,5441,7785,3828,97605,60097,13650,10000000,50000
2020-12-27,product2041,1,79466,79466,39858,1727,6308,2701,50594,28872,7324,10000000,50000
2020-01-27,product2042,6,35785,214710,117013,8117,9118,10061,144309,70401,28455,10000000,50000
2020-03-10,product2043,1,43477,43477,25334,815,3135,1530,30814,12663,4465,10000000,50000
2020-07-16,product2044,9,61709,555381,295724,23197,19565,15489,353975,201406,38014,10000000,50000
2020-11-06,product2045,2,77153,154306,92898,5067,6427,4068,108460,45846,15888,10000000,50000
2020-05-02,product2046,4,5741,22964,13057,438,1718,1020,16233,6731,3079,10000000,50000
2020-12-01,product2047,3,10063,30189,15636,752,2061,1022,19471,10718,3396,10000000,50000
2020-06-24,product2048,8,63919,511352,291755,22150,34097,18313,366315,145037,64912,10000000,50000
2020-11-09,product2049,10,24695,246950,134936,7059,15187,9148,166330,80620,30691,10000000,50000
2020-05-30,product2050,10,35560,355600,209389,11654,22806,9314,253163,102437,38950,10000000,50000
2020-06-14,product2051,10,63664,636640,373814,24624,28784,28825,456047,180593,75568,10000000,50000
2020-05-11,product2052,2,56235,112470,64604,3432,5696,4219,77951,34519,12612,10000000,50000
2020-01-07,product2053,1,27649,27649,16312,846,1879,1000,20037,7612,2214,10000000,50000
2020-06-17,product2054,6,82162,492972,295219,10057,31056,23117,359449,133523,46503,10000000,50000
2020-11-09,product2055,4,40566,162264,89778,7830,12746,4616,114970,47294,16757,10000000,50000
2020-12-14,product2056,9,29258,263322,137861,12584,9520,10467,170432,92890,28293,10000000,50000
2020-08-30,product2057,10,92807,928070,514061,25429,41852,44222,625564,302506,76668,10000000,50000
2020-03-14,product2058,7,22015,154105,80080,3517,6485,4532,94614,59491,15816,10000000,50000
2020-08-22,product2059,7,61722,432054,301386,20482,17192,19697,358757,73297,35978,10000000,50000
2020-01-11,product2060,9,54898,494082,285282,10438,19975,14079,329774,164308,48170,10000000,50000
2020-02-13,product2061,1,49664,49664,29184,945,3377,1121,34627,15037,5541,10000000,50000
2020-03-01,product2062,8,73648,589184,380095,17495,22339,11802,431731,157453,70754,10000000,50000
2020-10-21,product2063,2,88761,177522,96268,3159,9383,5782,114592,62930,15450,10000000,50000
2020-06-05,product2064,9,77774,699966,366043,26794,40244,33483,466564,233402,62038,10000000,50000
2020-12-31,product2065,7,48144,337008,175945,14515,15173,8340,213973,123035,28866,10000000,50000
2020-07-07,product2066,3,49168,147504,93363,2258,6865,6287,108773,38731,21585,10000000,50000
2020-09-17,product2067,3,92636,277908,160339,5256,13470,8446,187511,90397,18972,10000000,50000
2020-03-06,product2068,4,9351,37404,20357,623,2809,1695,25484,11920,4158,10000000,50000
2020-03-31,product2069,7,84375,590625,388002,21576,28428,25074,463080,127545,81915,10000000,50000
2020-01-02,product2070,5,30422,152110,101126,6929,10417,5469,123941,28169,17837,10000000,50000
2020-05-29,product2071,2,36765,73530,41464,2473,4987,3359,52283,21247,7432,10000000,50000
2020-07-27,product2072,2,78118,156236,95446,7659,11902,3499,118506,37730,22568,10000000,50000
2020-08-02,product2073,8,98383,787064,450377,19071,31088,30305,530841,256223,95770,10000000,50000
2020-02-11,product2074,9,6702,60318,41291,1562,4429,1791,49073,11245,5049,10000000,50000
2020-11-18,product2075,3,37113,111339,60234,2549,8407,2643,73833,37506,12267,10000000,50000
2020-07-10,product2076,9,85238,767142,522673,34580,42287,28592,628132,139010,65108,10000000,50000
2020-06-03,product2077,2,59717,119434,65504,5919,5346,3093,79862,39572,11801,10000000,50000
2020-11-22,product2078,8,28498,227984,129871,9057,12987,8572,160487,67497,27734,10000000,50000
2020-11-22,product2079,8,38197,305576,169237,13428,9262,7515,199442,106134,39564,10000000,50000
2020-11-20,product2080,3,56591,169773,115578,8297,9873,3489,137237,32536,27016,10000000,50000
2020-10-06,product2081,9,38428,345852,217863,9784,23155,15480,266282,79570,44025,10000000,50000
2020-11-24,product2082,6,23119,138714,80449,2356,7744,6449,96998,41716,11766,10000000,50000
2020-11-11,product2083,6,21536,129216,81467,6037,7157,6179,100840,28376,11627,10000000,50000
2020-05-20,product2084,5,95765,478825,313245,7553,36715,17262,374775,104050,51966,10000000,50000
2020-01-06,product2085,5,81200,406000,274174,10424,32392,16546,333536,72464,40777,10000000,50000
2020-11-04,product2086,9,29242,263178,134829,6888,12888,12605,167210,95968,29358,10000000,50000
2020-05-31,product2087,4,29340,117360,70379,5281,5137,4760,85557,31803,10321,10000000,50000
2020-07-09,product2088,4,97868,391472,196908,6359,26793,16092,246152,145320,48835,10000000,50000
2020-02-28,product2089,4,65292,261168,170109,11287,11730,5519,198645,62523,33697,10000000,50000
2020-11-17,product2090,7,82562,577934,304642,20016,43900,28181,396739,181195,70985,10000000,50000
2020-07-04,product2091,2,19674,39348,22665,1594,2650,1510,28419,10929,3933,10000000,50000
2020-02-29,product2092,1,42430,42430,29633,1804,2552,1445,35434,6996,5223,10000000,50000
2020-01-29,product2093,4,70287,281148,191385,4409,15413,11254,222461,58687,23355,10000000,50000
2020-06-13,product2094,5,90812,454060,268993,13317,18989,10459,311758,142302,59254,10000000,50000
2020-09-21,product2095,2,9909,19818,11061,655,638,860,13214,6604,2631,10000000,50000
2020-09-22,product2096,4,16678,66712,45420,1236,4205,3162,54023,12689,10052,10000000,50000
2020-11-21,product2097,5,71144,355720,194829,14022,24605,10727,244183,111537,38850,10000000,50000
2020-03-09,product2098,5,48915,244575,144142,8722,10732,10554,174150,70425,26089,10000000,50000
2020-01-24,product2099,4,58824,235296,130288,11488,8211,9198,159185,76111,26158,10000000,50000
2020-11-20,product2100,1,20975,20975,11956,855,766,783,14360,6615,2581,10000000,50000
2020-08-06,product2101,9,77695,699255,406703,26280,29726,29537,492246,207009,83195,10000000,50000
2020-12-30,product2102,8,23463,187704,108972,7544,11532,5966,134014,53690,16650,10000000,50000
2020-12-31,product2103,3,94300,282900,155293,5036,10553,11412,182294,100606,23899,10000000,50000
2020-04-18,product2104,8,54712,437696,257595,11820,24192,11866,305473,132223,57325,10000000,50000
2020-06-02,product2105,2,66603,133206,75350,4728,10018,2702,92798,40408,17264,10000000,50000
2020-05-05,product2106,2,63204,126408,66384,5565,6415,2823,81187,45221,14465,10000000,50000
2020-02-16,product2107,8,23644,189152,98067,8680,13591,4128,124466,64686,13815,10000000,50000
2020-08-09,product2108,9,92046,828414,531761,20969,61386,19955,634071,194343,73616,10000000,50000
2020-12-13,product2109,6,49431,296586,206063,6177,10685,13875,236800,59786,42082,10000000,50000
2020-12-07,product2110,6,7588,45528,29628,815,3060,2221,35724,9804,4810,10000000,50000
2020-08-31,product2111,7,13166,92162,55229,4028,5379,3085,67721,24441,12139,10000000,50000
2020-07-01,product2112,1,24177,24177,13639,468,1209,509,15825,8352,1916,10000000,50000
2020-08-31,product2113,7,37760,264320,149344,10656,13894,7376,181270,83050,24796,10000000,50000
2020-06-01,product2114,7,94101,658707,342007,22025,52063,21370,437465,221242,82391,10000000,50000
2020-09-26,product2115,10,18803,188030,117475,7826,6339,5374,137014,51016,16880,10000000,50000
2020-10-09,product2116,6,54914,329484,167472,9829,23193,8320,208814,120670,36202,10000000,50000
2020-01-06,product2117,5,24544,122720,63496,4296,8690,2455,78937,43783,8207,10000000,50000
2020-04-16,product2118,8,23454,187632,101784,9351,6033,9121,126289,61343,18203,10000000,50000
2020-04-21,product2119,5,34209,171045,109366,4357,7664,3431,124818,46227,14208,10000000,50000
2020-11-07,product2120,1,57225,57225,38004,2383,2919,1398,44704,12521,6298,10000000,50000
2020-07-02,product2121,7,9692,67844,35273,2760,3368,2932,44333,23511,6353,10000000,50000
2020-08-08,product2122,4,30879,123516,66382,1904,6816,6051,81153,42363,14617,10000000,50000
2020-02-20,product2123,9,20871,187839,112203,7535,6995,9280,136013,51826,25165,10000000,50000
2020-06-03,product2124,3,86621,259863,131330,12607,12323,9023,165283,94580,16984,10000000,50000
2020-03-04,product2125,6,48206,289236,192806,12192,21465,7633,234096,55140,45557,10000000,50000
2020-05-06,product2126,1,32461,32461,22650,1127,1973,966,26716,5745,3732,10000000,50000
2020-04-19,product2127,9,92000,828000,476288,19103,24977,25065,545433,282567,83400,10000000,50000
2020-12-22,product2128,8,28682,229456,145133,8178,15686,6778,175775,53681,31904,10000000,50000
2020-10-06,product2129,1,60402,60402,34640,1991,2466,2800,41897,18505,5459,10000000,50000
2020-06-25,product2130,9,32589,293301,151626,14478,10899,10040,187043,106258,21604,10000000,50000
2020-06-30,product2131,6,46138,276828,178378,9614,14096,13107,215195,61633,29031,10000000,50000
2020-10-14,product2132,9,10614,95526,63362,4653,5997,2636,76648,18878,13621,10000000,50000
2020-03-26,product2133,7,80776,565432,363750,17091,23423,12282,416546,148886,80066,10000000,50000
2020-08-26,product2134,4,71042,284168,156392,6351,12937,6720,182400,101768,29592,10000000,50000
2020-02-28,product2135,8,80375,643000,422878,19895,43788,17974,504535,138465,61949,10000000,50000
2020-09-16,product2136,6,9552,57312,32474,2408,3207,2525,40614,16698,6621,10000000,50000
2020-02-23,product2137,3,44867,134601,68127,4103,7477,6064,85771,48830,13974,10000000,50000
2020-08-20,product2138,3,98742,296226,186260,8904,9163,12434,216761,79465,37988,10000000,50000
2020-12-18,product2139,6,76181,457086,295275,19125,18081,16251,348732,108354,66763,10000000,50000
2020-12-10,product2140,6,72533,435198,265445,15675,23604,11793,316517,118681,43951,10000000,50000
2020-11-19,product2141,1,66154,66154,41943,3027,1987,1697,48654,17500,6042,10000000,50000
2020-11-28,product2142,10,77868,778680,462173,22049,30251,26671,541144,237536,66258,10000000,50000
2020-06-30,product2143,9,78587,707283,476125,11033,28962,22890,539010,168273,88687,10000000,50000
2020-03-16,product2144,4,85492,341968,218041,7797,18675,12939,257452,84516,34491,10000000,50000
2020-10-03,product2145,5,7619,38095,21437,1615,1395,976,25423,12672,4724,10000000,50000
2020-11-07,product2146,3,11977,35931,19790,658,2573,1430,24451,11480,4885,10000000,50000
2020-01-27,product2147,3,86656,259968,152665,6005,8646,8489,175805,84163,24948,10000000,50000
2020-04-16,product2148,4,6291,25164,14713,472,758,632,16575,8589,2623,10000000,50000
2020-01-19,product2149,9,85186,766674,509676,37724,43910,23947,615257,151417,69202,10000000,50000
2020-12-03,product2150,2,57424,114848,65352,3301,5833,4968,79454,35394,10817,10000000,50000
2020-06-27,product2151,5,50860,254300,164768,8713,17308,9158,199947,54353,30148,10000000,50000
2020-11-01,product2152,1,43280,43280,22892,1091,2567,1018,27568,15712,4001,10000000,50000
2020-12-06,product2153,3,54643,163929,113676,5954,9440,5402,134472,29457,25036,10000000,50000
2020-06-11,product2154,5,76050,380250,216998,13994,28592,12395,271979,108271,30960,10000000,50000
2020-05-20,product2155,6,33219,199314,135885,8177,14374,9511,167947,31367,19355,10000000,50000
2020-05-06,product2156,7,41167,288169,158101,13387,11095,13500,196083,92086,37792,10000000,50000
2020-08-05,product2157,4,97866,391464,268989,12529,16429,17613,315560,75904,35393,10000000,50000
2020-04-30,product2158,9,21203,190827,117890,7907,12553,6023,144373,46454,17476,10000000,50000
2020-12-22,product2159,8,51854,414832,221228,16250,26751,15977,280206,134626,49743,10000000,50000
2020-06-29,product2160,2,9607,19214,11923,289,1356,647,14215,4999,2380,10000000,50000
2020-08-29,product2161,1,49590,49590,30753,1773,3176,1359,37061,12529,5863,10000000,50000
2020-01-15,product2162,5,39343,196715,109297,7405,6831,8716,132249,64466,23500,10000000,50000
2020-08-02,product2163,5,18594,92970,49979,4625,6901,4169,65674,27296,11393,10000000,50000
2020-02-17,product2164,5,86262,431310,222833,20163,23328,18432,284756,146554,40194,10000000,50000
2020-02-15,product2165,2,72044,144088,98914,3369,10849,3937,117069,27019,13860,10000000,50000
2020-07-26,product2166,4,97119,388476,226578,17670,20714,16970,281932,106544,49909,10000000,50000
2020-04-15,product2167,2,10829,21658,13072,434,1510,677,15693,5965,2308,10000000,50000
2020-07-06,product2168,3,36281,108843,60426,2004,4178,2222,68830,40013,7094,10000000,50000
2020-02-05,product2169,3,73571,220713,146458,4629,12696,5271,169054,51659,31368,10000000,50000
2020-07-26,product2170,2,5136,10272,6521,244,623,217,7605,2667,1014,10000000,50000
2020-02-18,product2171,2,59740,119480,76562,3610,6992,4878,92042,27438,13157,10000000,50000
2020-01-26,product2172,1,9302,9302,6075,419,598,390,7482,1820,785,10000000,50000
2020-05-04,product2173,1,86738,86738,44987,3424,6836,3636,58883,27855,6361,10000000,50000
2020-07-16,product2174,1,47530,47530,32747,2106,2659,1935,39447,8083,5257,10000000,50000
2020-07-08,product2175,8,38867,310936,212884,9989,23476,12319,258668,52268,30308,10000000,50000
2020-02-29,product2176,4,19950,79800,54752,2837,4927,3636,66152,13648,7655,10000000,50000
2020-02-05,product2177,8,87769,702152,485465,26783,54335,27257,593840,108312,96376,10000000,50000
2020-10-08,product2178,10,18545,185450,99470,6858,11806,3713,121847,63603,14865,10000000,50000
2020-04-26,product2179,7,77063,539441,307239,24109,33293,18331,382972,156469,66670,10000000,50000
2020-09-10,product2180,7,23575,165025,86759,3780,11547,3524,105610,59415,18204,10000000,50000
2020-07-08,product2181,2,95183,190366,119109,6001,7446,4163,136719,53647,21886,10000000,50000
2020-09-14,product2182,9,37969,341721,176763,13873,10984,9245,210865,130856,25652,10000000,50000
2020-10-31,product2183,10,28585,285850,170040,6957,12424,7459,196880,88970,29877,10000000,50000
2020-11-30,product2184,4,79468,317872,159856,12336,12350,8686,193228,124644,23134,10000000,50000
2020-01-04,product2185,8,63266,506128,257525,21128,27156,25079,330888,175240,55089,10000000,50000
2020-07-05,product2186,4,40355,161420,112319,5945,11449,3917,133630,27790,24018,10000000,50000
2020-10-18,product2187,9,43755,393795,273179,13967,19267,11060,317473,76322,32489,10000000,50000
2020-05-20,product2188,6,89037,534222,322038,20398,26591,17061,386088,148134,55229,10000000,50000
2020-12-01,product2189,6,41200,247200,152406,8897,8146,8814,178263,68937,35540,10000000,50000
2020-12-27,product2190,3,6137,18411,10333,877,731,633,12574,5837,1795,10000000,50000
2020-04-07,product2191,5,71992,359960,187657,8684,27359,14719,238419,121541,25101,10000000,50000
2020-03-09,product2192,8,80187,641496,355438,10706,43596,30449,440189,201307,64560,10000000,50000
2020-09-09,product2193,10,81917,819170,534488,32022,59013,37085,662608,156562,68068,10000000,50000
2020-06-04,product2194,6,19964,119784,83194,5836,4786,5566,99382,20402,12919,10000000,50000
2020-11-26,product2195,3,41442,124326,80909,6059,3865,5104,95937,28389,13944,10000000,50000
2020-06-28,product2196,9,88887,799983,410741,37982,26302,16102,491127,308856,96700,10000000,50000
2020-02-06,product2197,1,40987,40987,20588,944,1827,1765,25124,15863,2887,10000000,50000
2020-12-16,product2198,10,38747,387470,249207,16094,13943,9054,288298,99172,31591,10000000,50000
2020-09-02,product2199,5,18725,93625,60669,4415,3265,3750,72099,21526,11227,10000000,50000
2020-05-28,product2200,6,53825,322950,208286,6224,21119,15029,250658,72292,36135,10000000,50000
2020-08-24,product2201,6,9213,55278,36011,1969,3463,1121,42564,12714,4706,10000000,50000
2020-12-13,product2202,9,47937,431433,255622,11291,33559,8997,309469,121964,33960,10000000,50000
2020-08-08,product2203,2,66829,133658,83412,4613,4330,2943,95298,38360,14344,10000000,50000
2020-06-14,product2204,6,30757,184542,95928,5356,8287,4230,113801,70741,15464,10000000,50000
2020-03-05,product2205,6,19458,116748,79286,1823,3745,5567,90421,26327,15405,10000000,50000
2020-01-03,product2206,5,97044,485220,263609,21001,27943,22264,334817,150403,38010,10000000,50000
2020-01-21,product2207,9,55936,503424,335719,22381,32722,18913,409735,93689,50932,10000000,50000
2020-06-21,product2208,8,16723,133784,81528,2154,10682,4373,98737,35047,18500,10000000,50000
2020-08-10,product2209,6,74685,448110,230630,8800,16873,20464,276767,171343,39947,10000000,50000
2020-10-19,product2210,4,68775,275100,167203,11073,15219,9040,202535,72565,24992,10000000,50000
2020-06-11,product2211,1,96491,96491,67027,2388,7719,1959,79093,17398,11354,10000000,50000
2020-06-17,product2212,9,74243,668187,444086,16078,26532,17410,504106,164081,76149,10000000,50000
2020-10-10,product2213,6,38126,228756,128264,6009,11034,8698,154005,74751,28668,10000000,50000
2020-05-27,product2214,6,95742,574452,300681,11339,37815,11770,361605,212847,38048,10000000,50000
2020-04-10,product2215,5,89682,448410,286956,15301,23569,12333,338159,110251,55656,10000000,50000
2020-11-18,product2216,7,10594,74158,46270,2921,5638,3263,58092,16066,6933,10000000,50000
2020-06-09,product2217,9,96841,871569,456085,19164,60338,22656,558243,313326,66302,10000000,50000
2020-01-31,product2218,3,81330,243990,161190,5989,18513,7265,192957,51033,33593,10000000,50000
2020-09-08,product2219,9,79543,715887,450955,29799,30889,35652,547295,168592,65181,10000000,50000
2020-09-27,product2220,6,66027,396162,222383,18629,23820,8324,273156,123006,38896,10000000,50000
2020-07-15,product2221,5,79477,397385,203452,6025,21729,17878,249084,148301,46336,10000000,50000
2020-01-08,product2222,3,98773,296319,194206,7078,11272,9713,222269,74050,43699,10000000,50000
2020-09-11,product2223,6,95617,573702,293233,9074,43869,20706,366882,206820,39560,10000000,50000
2020-09-25,product2224,1,77825,77825,45508,3704,3288,3461,55961,21864,6009,10000000,50000
2020-06-13,product2225,1,8540,8540,5961,359,642,372,7334,1206,958,10000000,50000
2020-04-18,product2226,8,40375,323000,182019,15496,25699,14330,237544,85456,40580,10000000,50000
2020-01-03,product2227,2,80160,160320,83583,7883,5679,4838,101983,58337,19208,10000000,50000
2020-04-18,product2228,8,41932,335456,170709,13179,26206,16420,226514,108942,28963,10000000,50000
2020-12-19,product2229,4,20206,80824,54160,4009,3127,4003,65299,15525,11098,10000000,50000
2020-06-22,product2230,10,58678,586780,303810,27572,35010,25055,391447,195333,69587,10000000,50000
2020-12-03,product2231,8,94886,759088,500810,35094,43330,30445,609679,149409,77814,10000000,50000
2020-01-21,product2232,1,12798,12798,7855,574,483,337,9249,3549,1807,10000000,50000
2020-06-11,product2233,6,85103,510618,284933,7906,17806,21385,332030,178588,41803,10000000,50000
2020-05-02,product2234,7,97055,679385,357034,19077,51647,32896,460654,218731,59760,10000000,50000
2020-02-08,product2235,1,75137,75137,40661,3346,4353,3418,51778,23359,8610,10000000,50000
2020-06-11,product2236,3,56940,170820,110827,3483,10193,5756,130259,40561,18693,10000000,50000
2020-05-02,product2237,1,75843,75843,51911,3511,3203,2449,61074,14769,9925,10000000,50000
2020-05-20,product2238,3,86490,259470,159440,11152,20352,5606,196550,62920,26527,10000000,50000
2020-06-04,product2239,8,99330,794640,527449,32093,38047,17229,614818,179822,61699,10000000,50000
2020-12-18,product2240,8,26526,212208,125886,5556,16222,6663,154327,57881,28481,10000000,50000
2020-07-23,product2241,8,49109,392872,213182,14315,15673,12296,255466,137406,34816,10000000,50000
2020-02-09,product2242,8,53288,426304,281153,12413,32045,11302,336913,89391,35140,10000000,50000
2020-06-08,product2243,4,43016,172064,110118,8004,7826,6050,131998,40066,18804,10000000,50000
2020-05-24,product2244,8,76726,613808,428007,24615,36484,22218,511324,102484,78729,10000000,50000
2020-03-25,product2245,3,8552,25656,15040,897,1854,871,18662,6994,2038,10000000,50000
2020-03-18,product2246,8,41908,335264,226395,8391,15296,10110,260192,75072,49372,10000000,50000
2020-10-22,product2247,8,53415,427320,283113,7674,13545,10585,314917,112403,61158,10000000,50000
2020-11-29,product2248,3,22169,66507,35840,2060,2200,3189,43289,23218,4463,10000000,50000
2020-04-08,product2249,2,63095,126190,68655,1957,4458,6031,81101,45089,15118,10000000,50000
2020-10-13,product2250,10,92600,926000,575889,29945,69436,44051,719321,206679,75828,10000000,50000
2020-09-20,product2251,5,49305,246525,123416,7328,10397,5787,146928,99597,17262,10000000,50000
2020-07-09,product2252,4,80228,320912,207709,12228,14526,12765,247228,73684,29162,10000000,50000
2020-04-06,product2253,6,82325,493950,297429,17172,25133,16758,356492,137458,51662,10000000,50000
2020-12-05,product2254,5,85831,429155,218446,13548,21380,13139,266513,162642,34860,10000000,50000
2020-10-09,product2255,3,46194,138582,82882,3696,5091,5398,97067,41515,13595,10000000,50000
2020-04-24,product2256,4,71206,284824,189384,11544,15340,8994,225262,59562,34911,10000000,50000
2020-08-23,product2257,5,38358,191790,106089,7040,14190,6675,133994,57796,19400,10000000,50000
2020-05-27,product2258,6,58171,349026,185312,7071,17199,16742,226324,122702,25011,10000000,50000
2020-12-10,product2259,4,12685,50740,26652,1309,2099,2377,32437,18303,4994,10000000,50000
2020-04-10,product2260,5,29035,145175,101156,2521,10057,3451,117185,27990,19477,10000000,50000
2020-06-24,product2261,7,30323,212261,148277,7708,16335,7426,179746,32515,27621,10000000,50000
2020-07-23,product2262,2,95321,190642,128911,5150,8165,5696,147922,42720,22310,10000000,50000
2020-04-23,product2263,2,58631,117262,79481,5492,4243,2715,91931,25331,10229,10000000,50000
2020-11-24,product2264,9,96930,872370,503627,13561,56258,31610,605056,267314,66374,10000000,50000
2020-06-28,product2265,9,64081,576729,363417,20884,38205,17020,439526,137203,77720,10000000,50000
2020-05-12,product2266,5,30401,152005,87579,3449,6926,4670,102624,49381,15779,10000000,50000
2020-08-29,product2267,6,82841,497046,327851,16608,24505,11969,380933,116113,69575,10000000,50000
2020-11-28,product2268,10,59226,592260,365454,9356,25999,26270,427079,165181,55150,10000000,50000
2020-09-15,product2269,3,21694,65082,43310,2072,5013,2939,53334,11748,7987,10000000,50000
2020-09-24,product2270,8,24854,198832,118040,3058,8907,9363,139368,59464,22844,10000000,50000
2020-08-29,product2271,3,42136,126408,69477,3181,7534,4453,84645,41763,16588,10000000,50000
2020-06-18,product2272,3,27640,82920,44648,2054,2666,3604,52972,29948,7073,10000000,50000
2020-02-18,product2273,3,68715,206145,126620,4576,11001,9121,151318,54827,28914,10000000,50000
2020-11-10,product2274,3,10506,31518,17075,1447,1996,1325,21843,9675,3743,10000000,50000
2020-02-16,product2275,8,90042,720336,434894,34835,45312,25789,540830,179506,62090,10000000,50000
2020-01-20,product2276,8,46152,369216,242639,11405,13572,13747,281363,87853,38719,10000000,50000
2020-12-03,product2277,3,21086,63258,33451,1892,4794,2607,42744,20514,5424,10000000,50000
2020-06-06,product2278,7,49299,345093,234408,12620,18775,16038,281841,63252,49957,10000000,50000
2020-01-13,product2279,5,31347,156735,103633,5345,10676,4873,124527,32208,22358,10000000,50000
2020-06-28,product2280,7,24123,168861,94835,4401,5983,6686,111905,56956,12454,10000000,50000
2020-11-02,product2281,1,66627,66627,45866,1541,3053,2810,53270,13357,5493,10000000,50000
